331,"onli,deliveroo,burrito,big,flavour,small,price,our,pick,jackfruit,carnita,the,onli,jackfruit,burrito,made,with,tropic,bbq,fruit"
333,"onli,deliveroo,burrito,big,flavour,small,price,our,pick,saut,veg,onion,and,pepper,sear,with,oliv,oil"
334,"onli,deliveroo,burrito,big,flavour,small,price,our,pick,saut,veg,onion,and,pepper,sear,with,oliv,oil"
338,"pizza,pasta,gluten,free,pizz,marinara,mit,tomaten,knoblauch,und,oregano"
339,"pizza,pasta,gluten,free,capres,tomaten,mit,mozzarella"
359,"indian,tandoori,big,flavour,small,price,lamb,biryani,boneless,lamb,cook,saffron,basmati,rice,flavor,with,black,pepper,mace,cardamom"
366,"italian,guilti,pleasur,onli,deliveroo,insalata,exotica,lechuga,variada,tomatito,palmito,pia,fresca,maiz,pollo,asado"
373,"french,wine,healthi,food,croustil,porc,fum,ardenn,mulsion,poivron,piment,despelett,pure,crme,disigni,accompagn,dune,mulsion,poivron,piment,despelett,dune,pure,crme,disigni"
380,"chines,menu,thai,entr,choix,plat,choix,accompagn,riz,tha,riz,saut,aux,lgume,dessert,choix"
385,"indian,tandoori,big,flavour,small,price,veri,berri,mix,berri,mint,lemon,soda"
386,"indian,tandoori,big,flavour,small,price,tandoori,roti,made,from,whole,wheat,flour"
387,"indian,tandoori,big,flavour,small,price,mint,paratha,whole,wheat,layer,bread,with,mint"
399,"dutch,sweet,treat,breakfast,vers,ijsthe,zonder,toegevoegd,suiker"
419,"pizza,pasta,gluten,free,spaghetti,alla,carbonara,mit,bacon,eiern,parmesan,kse,und,schwarzem,pfeffer"
423,"indian,tandoori,big,flavour,small,price,flourless,chocol,cake,dark,chocol,cake,made,with,egg,sugar,serv,with,caramel,crumbl"
424,"indian,tandoori,big,flavour,small,price,tomato,coriand,cream,tomato,soup,flavor,with,fresh,coriand"
425,"sushi,bento,cream,the,crop,big,flavour,small,price,cook,tuna,roll,cook,tuna,avocado,furikak,japanes,season"
426,"singaporean,burger,guilti,pleasur,taco,big,flavour,small,price,singapor,chilli,crab,burger,whole,jumbo,panko,softshel,crab,sriracha,mayo,slaw,and,singapor,chilli,crab,sauc,demi,brioch,bun"
427,"chines,salad,buf,citron,herb,tha"
431,"indian,tandoori,big,flavour,small,price,zafran,chicken,curri,boneless,chicken,cook,yoghurt,red,chilli,turmer,gravi,flavor,with,garam,masala"
436,"italian,guilti,pleasur,onli,deliveroo,mangomisu,tiramisu,mango,natur,dispon,slo,temporada"
437,"italian,guilti,pleasur,onli,deliveroo,tirami,receta,tradicion"
442,"pizza,pasta,gluten,free,zuppa,pollo,hhnersupp"
443,"sushi,bento,cream,the,crop,big,flavour,small,price,agedashi,tofu,deepfri,tofu,with,grate,radish,and,season,soy,sauc"
444,"sushi,bento,cream,the,crop,big,flavour,small,price,kingfish,jalapeno,thin,slice,kingfish,with,jalapeno,coriand,and,yozu,soy,sauc"
445,"sushi,bento,cream,the,crop,big,flavour,small,price,seafood,cevich,fresh,cut,salmon,tuna,kingfish,with,mix,salad,coriand,cevich,sauc"
446,"chines,lgume,croquant,tofu,parfum,saut,wok"
447,"italian,guilti,pleasur,onli,deliveroo,mafaldin,tatuf,crema,trufa,pecorino,romano,trufa,fresca"
448,"italian,guilti,pleasur,onli,deliveroo,bucatini,mixto,sorrento,pasta,cocida,caldo,pescado,rape,corvina,salmonet,roca"
460,"american,western,burger,pasta,smoothi,most,love,burger,fast,lunch,hero,club,sandwich,hero"
463,"chines,agneau,sauc,sichuannais,piment"
467,"italian,guilti,pleasur,onli,deliveroo,pizza,pollo,ragu,manzo,salsa,tomat,mozzarella,pollo,picant,rag,ternera,champion"
468,"onli,deliveroo,burrito,big,flavour,small,price,our,pick,jackfruit,carnita,the,onli,jackfruit,burrito,made,with,tropic,bbq,fruit"
476,"pizza,pasta,gluten,free,pizz,opera,mit,tomaten,mozzarella,rucola,parma,schinken,und,bffelks"
477,"pizza,pasta,gluten,free,pizz,bismarck,mit,tomaten,mozzarella,bacon,und"
478,"pizza,pasta,gluten,free,pizz,parmigiana,mit,tomaten,mozzarella,auberginen,und,grana,padano"
481,"indian,tandoori,big,flavour,small,price,palak,paneer,cottag,chees,cook,spinach,gravi,temper,with,cumin,garlic"
482,"indian,tandoori,big,flavour,small,price,bhatti,chicken,boneless,chicken,marin,yoghurt,cinnamon,clove,star,anis"
483,"indian,tandoori,big,flavour,small,price,chicken,tikka,boneless,chicken,marin,yoghurt,kashmiri,chilli,tandoori,masala"
484,"indian,tandoori,big,flavour,small,price,rampuri,seekh,minc,lamb,season,with,coriand,cumin,garam,masala"
493,"sushi,bento,cream,the,crop,big,flavour,small,price,unagi,donburi,grill,sever,piec,fresh,water,eel"
499,"pizza,pasta,gluten,free,tagliata,rucola,grana,von,patat,arrosto,rinderfiletstreifen,mit,rucola,grana,padano,und,bratkartoffeln"
501,"indian,tandoori,big,flavour,small,price,prawn,biryani,prawn,cook,saffron,basmati,rice,flavour,with,mace,cardamom,carom,seed"
502,"indian,tandoori,big,flavour,small,price,veget,pulao,saut,veget,with,saffron,basmati,rice"
503,"indian,tandoori,big,flavour,small,price,mushroom,pulao,basmati,rice,with,mushroom,coriand"
504,"indian,tandoori,big,flavour,small,price,jeera,pulao,basmati,rice,with,cumin,coriand"
505,"indian,tandoori,big,flavour,small,price,dahe,kebab,deepfri,yoghurt,coriand,dumpl"
506,"indian,tandoori,big,flavour,small,price,aloo,tikkia,potato,cutlet,panfri,serv,bed,chickpea,masala"
507,"indian,tandoori,big,flavour,small,price,samosa,savouri,pastri,stuf,with,potato,green,pea"
508,"indian,tandoori,big,flavour,small,price,rawa,fish,fri,white,fish,coat,with,dri,coconut,rawa,deepfri,serv,with,tomato,chilli,chutney"
520,"italian,guilti,pleasur,onli,deliveroo,insalata,scandinava,lechuga,variada,tomatito,salmn,fresco,maiz,cebolla,roja,salmn,ahumado,huevo"
524,"pizza,pasta,gluten,free,mexican,burger,mit,jalapeo,und,pilzen"
528,"sushi,bento,cream,the,crop,big,flavour,small,price,sapporo,ramen,japanes,ramen,noodl,with,miso,base"
529,"sushi,bento,cream,the,crop,big,flavour,small,price,teriyaki,chicken,grill,and,halffri,gourmet,chicken,with,teriyaki,sauc"
530,"chines,bouch,aux,crevett,vapeur,xia,mai,pice"
531,"italian,onli,deliveroo,guilti,pleasur,flneur,gin,made,antwerp,basi,van,kruiden,terug,vinden,spaghetti"
534,"indian,tandoori,big,flavour,small,price,jal,jeera,soda,mint,cumin,jal,jeera,masala,lemon,soda"
540,"chines,cha,siu,porc,laqu"
550,"french,wine,healthi,food,carpaccio,bell,tomat,aux,crevett,grise,saumon,fum,basil,huil,doliv,romarin,copeaux,parmesan"
552,"french,wine,healthi,food,eau,chaudfontain,ptilllant"
553,"french,wine,healthi,food,eau,chaudfontain,ptilllant"
560,"pizza,pasta,gluten,free,spaghetti,pesto,mit,pestoso"
561,"pizza,pasta,gluten,free,insalata,greca,salat,mit,tomaten,oliven,gurken,und,fetaks"
562,"pizza,pasta,gluten,free,insalata,cesar,salat,mit,huhn,champignon,crouton,und,mayonnais"
566,"indian,tandoori,big,flavour,small,price,zafran,phirni,tradit,rice,pud,made,with,milk,saffron,sugar,pistachio"
567,"indian,tandoori,big,flavour,small,price,gajar,halwa,carrot,cook,sweeten,milk"
569,"indian,tandoori,big,flavour,small,price,chicken,tikka,masala,chicken,tikka,cook,tomato,onion,gravi,flavor,with,dri,fenugreek,leav"
570,"indian,tandoori,big,flavour,small,price,prawn,masala,prawn,cook,tomato,onion,gravi,flavour,with,dri,fenugreek,leav"
573,"sushi,bento,cream,the,crop,big,flavour,small,price,babi,roll,platter,cook,tuna,avocado,salmon,cucumb,raw,tuna"
574,"singaporean,burger,guilti,pleasur,taco,big,flavour,small,price,sambal,honey,wing,crispri,wing,our,signatur,sauc,with,kick"
576,"italian,onli,deliveroo,guilti,pleasur,flneur,bolognais,classic,simpel,lekker"
577,"italian,onli,deliveroo,guilti,pleasur,flneur,bolognais,classic,simpel,lekker"
580,"italian,guilti,pleasur,onli,deliveroo,pizza,coppa,mascarpon,tartufo,coppa,sant,ersilia,dop,ricotta,trufa,casera,albahaca"
582,"sushi,bento,cream,the,crop,big,flavour,small,price,beef,tataki,lightli,grill,beef,with,shallot,thinli,slice,onion,and,homemad,light,ponzu,sauc"
583,"sushi,bento,cream,the,crop,big,flavour,small,price,pop,corn,prawn,deepfri,prawn,fri,with,creami,spici,sauc"
584,"sushi,bento,cream,the,crop,big,flavour,small,price,agenasu,dengaku,deepfri,eggplant,with,hatcho,miso,past"
585,"sushi,bento,cream,the,crop,big,flavour,small,price,wagyu,kushiya,thin,slice,premium,wagyu,with,enoki,mushroom,asparagu,and,sweet,soy,sauc"
586,"sushi,bento,cream,the,crop,big,flavour,small,price,salmon,tartar,fresh,chop,salmon,with,wasabi,citru,sauc"
587,"sushi,bento,cream,the,crop,big,flavour,small,price,hotat,tartar,fresh,chop,scallop,with,wasabi,citru,sauc"
588,"sushi,bento,cream,the,crop,big,flavour,small,price,negi,hamachi,roll,chop,kingfish,with,shallot"
589,"singaporean,burger,guilti,pleasur,taco,big,flavour,small,price,char,siu,pull,pork,brais,pull,pork,pepperi,char,siu,sauc"
591,"chines,eminc,poulet,saut,wok,avec,feuill,basil,tha"
593,"chines,beignet,crevett,pice"
606,"singaporean,burger,guilti,pleasur,taco,big,flavour,small,price,hell,yeah,chuck,and,short,rib,patti,char,siu,pork,belli,slice,homemad,sambal,american,chees"
617,"french,wine,healthi,food,cte,beaun,villag,bourgogn,maison,flaiv"
618,"french,wine,healthi,food,saint,nicola,bourgueil,loir"
619,"pizza,pasta,gluten,free,pizz,tonno,cipola,mit,tomaten,mozzarella,thunfisch,und,zwiebeln"
620,"pizza,pasta,gluten,free,cestino,pane,korb,mit,brot"
621,"pizza,pasta,gluten,free,crocchett,verdura,von,sals,piccant,agrodolc,gemsekroketten,mit,scharfen,und,ssauren,saucen"
622,"indian,tandoori,big,flavour,small,price,mirch,baigan,salan,eggplant,green,chilli,cook,peanut,sesam,coconut,tamarind,gravi,with,hint,jaggeri"
623,"indian,tandoori,big,flavour,small,price,dal,tadka,stew,yellow,lentil,temper,with,onion,tomato,cumin,fresh,coriand"
624,"indian,tandoori,big,flavour,small,price,murgh,anari,seekh,chicken,minc,kebab,flavor,with,pomegran,onion,coriand,turmer,ginger"
641,"pizza,pasta,gluten,free,saltimbocca,alla,romana,schweineschnitzel,mit,parma,schinken,und,salbei"
644,"indian,tandoori,big,flavour,small,price,ajwaini,jingh,prawn,marin,tandoori,masala,flavor,with,carom,seed"
646,"chines,dong,pte,riz,saut,buf"
653,"italian,guilti,pleasur,onli,deliveroo,prosciutto,speck,mascarpon,ricott,proscuitto,san,daniel,mese,dop,speckdel,alto,adig,settiman,dop,mascarpon,tartufado,ricotta,fina,hierba,casera"
654,"italian,guilti,pleasur,onli,deliveroo,insalata,capres,medio,kilo,mozzarella,buffala,campania,dop,tomat,napolitano,albahaca,fresca"
662,"chines,ravioli,aux,crevett,vapeur,kao,pice"
663,"chines,ravioli,aux,crevett,grill,pice"
667,"french,wine,healthi,food,cabillaud,barnais,aux,crevett,grise,accompagn,crouton,pain,noir,dune,pure,disigni"
674,"indian,tandoori,big,flavour,small,price,ginger,limead,ginger,lime,juic,soda"
675,"indian,tandoori,big,flavour,small,price,lachha,paratha,whole,wheat,layer,bread"
686,"chines,soup,aux,crevett,crme,noix,coco,galanga"
696,"french,wine,healthi,food,eau,chaudfontain,plate"
710,"pizza,pasta,gluten,free,gnocchi,alla,sorrentina,mit,tomatenso,und,mozzarellaks"
712,"pizza,pasta,gluten,free,insalata,opera,salat,mit,tomaten,gurken,mai,pilzen,und,bacon"
713,"pizza,pasta,gluten,free,insalata,tonno,salat,mit,oliven,mai,gurken,tomaten,zwiebeln,und,thunfisch"
717,"sushi,bento,cream,the,crop,big,flavour,small,price,salmon,avocado,roll,avocado,fresh,salmon"
721,"indian,tandoori,big,flavour,small,price,gosht,nihari,classic,boneless,lamb,curri,cook,with,whole,spice,onion,mustard,oil"
724,"american,western,burger,pasta,smoothi,most,love,burger,fast,lunch,garlic,bread"
726,"sushi,bento,cream,the,crop,big,flavour,small,price,hamachiya,roll,platter,hamachiya,roll,spici,creami,roll,caterpillar,roll,spici,tuna,roll,salmon,avocado,roll"
732,"dutch,sweet,treat,breakfast,pain,raisin,rozijnenbrood"
734,"italian,guilti,pleasur,onli,deliveroo,pizza,salsiccia,napoletana,panccetta,salsa,tomat,mozzarella,flor,latt,salchicha,fresca,napoletana,pancetta"
744,"pizza,pasta,gluten,free,cheesecak,mit,nutella,oder,waldbeeren"
745,"pizza,pasta,gluten,free,zuppa,pomodoro,tomatensupp"
746,"sushi,bento,cream,the,crop,big,flavour,small,price,tuna,tataki,lightli,grill,fresh,tuna,with,chop,avocado,and,tosazu,sauc"
747,"sushi,bento,cream,the,crop,big,flavour,small,price,oyster,with,trio,sauc,fresh,open,oyster,with,light,ponzu,cevich,salsa,sauc"
748,"sushi,bento,cream,the,crop,big,flavour,small,price,negi,two,roll,choop,tuna,belli,with,shallot"
750,"chines,nem,porc,pice"
752,"chines,eminc,buf,saut,wok,avec,feuill,basil,tha"
753,"chines,pte,riz,saut,wok,avec,lgume,crevett"
754,"chines,pte,riz,saut,wok,faon,chef,avec,doux,lgume"
756,"chines,nem,fromag,pice"
760,"indian,tandoori,big,flavour,small,price,kachumb,chop,tomato,cucumb,onion,with,hint,lemon,black,salt"
767,"chines,canard,farci,aux,crevett,sauc,fruit,mer"
769,"italian,guilti,pleasur,onli,deliveroo,insalata,capres,medio,kilo,mozzarella,buffala,campania,dop,tomat,napolitano,albahaca,fresca"
770,"onli,deliveroo,burrito,big,flavour,small,price,our,pick,tortilla,chip,and,dip,our,salsa,and,guacamol,are,made,freshli,hand,everi,morn,choic,from,hot,mild,roast,salsa,and,itll,accompani,sour,cream,from,fife,and,our,homemad,guacamol"
777,"pizza,pasta,gluten,free,pizza,del,dottor,mit,tomaten,mozzarella,schinken,knoblauch,chili,und,basilikum"
778,"pizza,pasta,gluten,free,pizz,prosciutto,funghi,mit,tomaten,mozzarella,schinken,und,pilzen"
779,"pizza,pasta,gluten,free,pizz,stagioni,mit,tomaten,mozzarella,schonken,oliven,pilzen,und,artischocken"
780,"pizza,pasta,gluten,free,pizz,margherita,mit,tomaten,mozzarella,und,kse"
781,"pizza,pasta,gluten,free,bruschetta,pomodoro,toastbrot,mit,frischen,tomaten"
783,"indian,tandoori,big,flavour,small,price,soda,pepsi,diet,pepsi,diet,mirinda,mountain,dew"
784,"indian,tandoori,big,flavour,small,price,tandoori,chicken,half,bonein,chicken,marin,overnight,yoghurt,kashmiri,chilli,garam,masala"
795,"sushi,bento,cream,the,crop,big,flavour,small,price,chicken,teriyaki,donburi,grill,chicken,teriyaki,bed,rice"
805,"italian,guilti,pleasur,onli,deliveroo,insalata,italiana,lechuga,variada,tomatito,maiz,corazon,alcachofa,cebolla,roja,atn,huevo"
806,"italian,guilti,pleasur,onli,deliveroo,insalata,dello,chef,lechuga,variada,tomatito,jamn,york,perla,mozzarella,buffala,peperoni,pimiento,asado,pollo,asado"
807,"italian,guilti,pleasur,onli,deliveroo,burrata,giganta,bresaola,coppa,burrata,andria,igp,bresaola,vall,spluga,dop,coppa,sant,ersilia,dop"
809,"french,wine,healthi,food,poulet,fermier,tartufata,bintj,truff,accompagn,dune,crme,froid,courgett,bio,basil"
812,"pizza,pasta,gluten,free,opera,burger,mit,und,bacon"
814,"sushi,bento,cream,the,crop,big,flavour,small,price,zaru,sobaudon,thin,buckwheat,noodl,thick,udon,noodl"
815,"sushi,bento,cream,the,crop,big,flavour,small,price,teriyaki,salmon,saute,salmon,fillet,with,teriyaki,sauc"
816,"sushi,bento,cream,the,crop,big,flavour,small,price,chicken,katsu,deepfri,chicken,cutlet,with,specialmad,bbq,sauc"
817,"chines,ravioli,pekinoi,grill,porc,pice"
818,"chines,ravioli,japonai,poulet,pice"
832,"french,wine,healthi,food,eau,chaudfontain,ptillant"
844,"pizza,pasta,gluten,free,insalata,dello,chef,salat,mit,getrockneten,tomaten,artischocken,und,trockenfleisch"
845,"indian,tandoori,big,flavour,small,price,dessert,platter,select,dessert,flourless,chocol,cake,gajar,halwa,rasmalai,phirni,fresh,fruit"
846,"sushi,bento,cream,the,crop,big,flavour,small,price,vegetarian,roll,avocado,cucumb,beancurd,marin,pumpkin,seawe,salad"
847,"sushi,bento,cream,the,crop,big,flavour,small,price,spici,tuna,roll,spici,fresh,tuna,with,chilli,sauc"
849,"chines,beignet,classiqu,pomm,anana,banan"
854,"indian,tandoori,big,flavour,small,price,lal,maa,boneless,lamb,cook,onion,tomato,kashmiri,chilli,gravi,flavor,with,aromat,spice"
855,"indian,tandoori,big,flavour,small,price,prawn,coconut,curri,bengali,style,prawn,curri,with,mustard,coconut"
859,"italian,onli,deliveroo,guilti,pleasur,flneur,veggi,tomatensau,met,champignon,ander,groentj"
862,"italian,guilti,pleasur,onli,deliveroo,pizza,pollo,piccant,pancetta,salsa,barbacoa,mozzarella,pollo,picant,pancetta,huevo"
863,"italian,guilti,pleasur,onli,deliveroo,pizza,napoletana,mozzarella,atn,cebolla,morada,alcaparra,aceituna,albahaca"
868,"pizza,pasta,gluten,free,zuppa,cipol,zwiebelsupp"
870,"sushi,bento,cream,the,crop,big,flavour,small,price,gyoza,panfri,pork,and,veget,dumpl"
872,"chines,hor,doeuvr,chaud,beignet,crevett,nem,beignet,poisson,toast,crevett,nem,fromag,salad,aux,crevett,pour,personn"
873,"chines,crevett,saut,wok,avec,feuill,basil,tha"
874,"chines,eminc,canard,saut,wok,avec,feuill,basil,tha"
875,"chines,poulet,curri,roug,crme,coco"
882,"indian,tandoori,big,flavour,small,price,tandoori,broccoli,broccoli,marin,with,cashew,nut,cream,chees"
889,"singaporean,burger,guilti,pleasur,taco,big,flavour,small,price,korokk,mix,potato,and,veget,croquett,burger,with,sriracha,kewpi,mayo,and,tonkatsu,sauc"
892,"pizza,pasta,gluten,free,pizz,hawaii,mit,tomaten,mozzarella,anana,und,schinken"
893,"pizza,pasta,gluten,free,pizza,italia,mit,mozzarella,rohschinken,kirschtomaten,grana,padano,und,basilikum"
894,"pizza,pasta,gluten,free,pizz,diavola,mit,tomaten,mozzarella,und,feurig,salami"
897,"indian,tandoori,big,flavour,small,price,paneer,makhani,cottag,chees,cook,makhani,gravi"
898,"indian,tandoori,big,flavour,small,price,dal,zafran,slow,cook,black,lentil"
899,"indian,tandoori,big,flavour,small,price,the,zafran,feast,murgh,anari,seekh,bhatti,chicken,chicken,malai,tikka,raan,zafran,fish,mustard,tikka,ajwaini,jingh"
900,"indian,tandoori,big,flavour,small,price,tandoori,chicken,whole,bonein,chicken,marin,overnight,yoghurt,kashmiri,chilli,garam,masala"
904,"sushi,bento,cream,the,crop,big,flavour,small,price,gyu,donburi,marin,beef,with,harusam,yam,starch,noodl"
909,"italian,guilti,pleasur,onli,deliveroo,cotoletta,alla,milanes,filet,ternera,vila,eempanada"
918,"pizza,pasta,gluten,free,tagliata,pollo,hhnerstreifen,mit,balsamicoessig,und,kirschtomaten,rucola,und,grana,padano"
